img,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,image.started,text_2.started,image.stopped,text_4.started,text_3.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
lays/lays4.png,0,0,0,0,1,7,16,5,,,,,51.43905383395031,51.43905383395031,51.946981417015195,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,0,0,0,0,1,8,17,0,,,,,52.411793125094846,52.411793125094846,52.929088833974674,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
,0,0,0,0,,,,,,,,,,,,53.41840154211968,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,1,0,1,0,0,0,0,2,,,,,60.946112709119916,60.946112709119916,61.46246529207565,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,1,0,1,0,0,1,1,7,,,,,61.96852445905097,61.96852445905097,62.48033725004643,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,1,0,1,0,0,2,2,6,,,,,62.92967308405787,62.92967308405787,63.44577637501061,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,1,0,1,0,0,3,3,5,,,,,63.937043874990195,63.937043874990195,64.44608879205771,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,1,0,1,0,0,4,4,8,,,,,64.93540320894681,64.93540320894681,65.44597383402288,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,1,0,1,0,0,5,5,3,,,,,65.92935804207809,65.92935804207809,66.4448375001084,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,1,0,1,0,0,6,6,4,,,,,66.9398576670792,66.9398576670792,67.44630508404225,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,1,0,1,0,0,7,7,0,,,,,67.93020324991085,67.93020324991085,68.44591929204762,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,1,0,1,0,0,8,8,1,,,,,68.92984616709873,68.92984616709873,69.44644454191439,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,1,0,1,0,1,0,9,4,,,,,69.93521129200235,69.93521129200235,70.44621112500317,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,1,0,1,0,1,1,10,8,,,,,70.9361079169903,70.9361079169903,71.44619158399291,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,1,0,1,0,1,2,11,7,,,,,71.92436620895751,71.92436620895751,72.42881570896134,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,1,0,1,0,1,3,12,1,,,,,72.91659416700713,72.91659416700713,73.42916545900516,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,1,0,1,0,1,4,13,6,,,,,73.93498737504706,73.93498737504706,74.44582600006834,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,1,0,1,0,1,5,14,3,,,,,74.93408487504348,74.93408487504348,75.44569745892659,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,1,0,1,0,1,6,15,2,,,,,75.91643804195337,75.91643804195337,76.42813937505707,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,1,0,1,0,1,7,16,5,,,,,76.93636745889671,76.93636745889671,77.44480925006792,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,1,0,1,0,1,8,17,0,,,,,77.91689254203811,77.91689254203811,78.42824033391662,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
,1,0,1,0,,,,,,,,,,,,78.91175504191779,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,2,0,2,0,0,0,0,2,,,,,86.42186295893043,86.42186295893043,86.92849629209377,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,2,0,2,0,0,1,1,7,,,,,87.4355492501054,87.4355492501054,87.94513866701163,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,2,0,2,0,0,2,2,6,,,,,88.43699741689488,88.43699741689488,88.94515341706574,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,2,0,2,0,0,3,3,5,,,,,89.42395341699012,89.42395341699012,89.92815600009635,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,2,0,2,0,0,4,4,8,,,,,90.4231693749316,90.4231693749316,90.92767424997874,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,2,0,2,0,0,5,5,3,,,,,91.42508966708556,91.42508966708556,91.92864312510937,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,2,0,2,0,0,6,6,4,,,,,92.46305999998003,92.46305999998003,92.97860824991949,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,2,0,2,0,0,7,7,0,,,,,93.4126490841154,93.4126490841154,93.91159679205157,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,2,0,2,0,0,8,8,1,,,,,94.42971666692756,94.42971666692756,94.94586720899679,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,2,0,2,0,1,0,9,4,,,,,95.43354562507011,95.43354562507011,95.94441825011745,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,2,0,2,0,1,1,10,8,,,,,96.43858012510464,96.43858012510464,96.94532766705379,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,2,0,2,0,1,2,11,7,,,,,97.43689241702668,97.43689241702668,97.9447850419674,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,2,0,2,0,1,3,12,1,,,,,98.41508054197766,98.41508054197766,98.92811087495647,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,2,0,2,0,1,4,13,6,,,,,99.42452637501992,99.42452637501992,99.92724362504669,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,2,0,2,0,1,5,14,3,,,,,100.43424000008963,100.43424000008963,100.94510316709056,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,2,0,2,0,1,6,15,2,,,,,101.41206579189748,101.41206579189748,101.91152137494646,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,2,0,2,0,1,7,16,5,,,,,102.4361855420284,102.4361855420284,102.94464037497528,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,2,0,2,0,1,8,17,0,,,,,103.41604966693558,103.41604966693558,103.9284274589736,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
,2,0,2,0,,,,,,,,,,,,104.41189820901491,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,3,0,3,0,0,0,0,2,,,,,111.9691613749601,111.9691613749601,112.47783095901832,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,3,0,3,0,0,1,1,7,,,,,112.91743833408691,112.91743833408691,113.42960124998353,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,3,0,3,0,0,2,2,6,,,,,113.94617529190145,113.94617529190145,114.4623154590372,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,3,0,3,0,0,3,3,5,,,,,114.92329804203473,114.92329804203473,115.4281389999669,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,3,0,3,0,0,4,4,8,,,,,115.92254570894875,115.92254570894875,116.42847545910627,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,3,0,3,0,0,5,5,3,,,,,116.93932974990457,116.93932974990457,117.44363699993119,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,3,0,3,0,0,6,6,4,,,,,117.9357884998899,117.9357884998899,118.44445650000125,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,3,0,3,0,0,7,7,0,,,,,118.92094066692516,118.92094066692516,119.43009774992242,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,3,0,3,0,0,8,8,1,,,,,119.91244100010954,119.91244100010954,120.41233804193325,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,3,0,3,0,1,0,9,4,,,,,120.93690991704352,120.93690991704352,121.44508987502195,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,3,0,3,0,1,1,10,8,,,,,121.9347758339718,121.9347758339718,122.44347470905632,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,3,0,3,0,1,2,11,7,,,,,122.91769233392552,122.91769233392552,123.42810795898549,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,3,0,3,0,1,3,12,1,,,,,123.91546612489037,123.91546612489037,124.42751762503758,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,3,0,3,0,1,4,13,6,,,,,124.91812366689555,124.91812366689555,125.42792741698213,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,3,0,3,0,1,5,14,3,,,,,125.92182462499477,125.92182462499477,126.42867987509817,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,3,0,3,0,1,6,15,2,,,,,126.91847420902923,126.91847420902923,127.42809766693972,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,3,0,3,0,1,7,16,5,,,,,127.92002741689794,127.92002741689794,128.4282477090601,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,3,0,3,0,1,8,17,0,,,,,128.91527474997565,128.91527474997565,129.4284460840281,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
,3,0,3,0,,,,,,,,,,,,129.91023500007577,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,4,0,4,0,0,0,0,2,,,,,137.42485004197806,137.42485004197806,137.9280492500402,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,4,0,4,0,0,1,1,7,,,,,138.42879583407193,138.42879583407193,138.94309245911427,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,4,0,4,0,0,2,2,6,,,,,139.42187733389437,139.42187733389437,139.92818887508474,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,4,0,4,0,0,3,3,5,,,,,140.43532016710378,140.43532016710378,140.94399979198352,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,4,0,4,0,0,4,4,8,,,,,141.43395654205233,141.43395654205233,141.94396929210052,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,4,0,4,0,0,5,5,3,,,,,142.43386933393776,142.43386933393776,142.9437368339859,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,4,0,4,0,0,6,6,4,,,,,143.4197915000841,143.4197915000841,143.9282402920071,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,4,0,4,0,0,7,7,0,,,,,144.41633058409207,144.41633058409207,144.92749024997465,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,4,0,4,0,0,8,8,1,,,,,145.4156862089876,145.4156862089876,145.92738887504674,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays3.png,4,0,4,0,1,0,9,4,,,,,146.4362772500608,146.4362772500608,146.94463708391413,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays7.png,4,0,4,0,1,1,10,8,,,,,147.43433945905417,147.43433945905417,147.944987667026,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays6.png,4,0,4,0,1,2,11,7,,,,,148.43457929207943,148.43457929207943,148.94414362497628,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,4,0,4,0,1,3,12,1,,,,,149.41464662505314,149.41464662505314,149.92797941691242,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays5.png,4,0,4,0,1,4,13,6,,,,,150.43382412497886,150.43382412497886,150.94495462509803,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays2.png,4,0,4,0,1,5,14,3,,,,,151.4336297919508,151.4336297919508,151.9447298750747,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,4,0,4,0,1,6,15,2,,,,,152.41549108410254,152.41549108410254,152.93519866699353,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays4.png,4,0,4,0,1,7,16,5,,,,,153.43570945900865,153.43570945900865,153.94285862497054,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
lays/lays1.jpg,4,0,4,0,1,8,17,0,,,,,154.41666579199955,154.41666579199955,154.92771658394486,,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
,4,0,4,0,,,,,,,,,,,,155.4108747499995,,,135001,001,2022-08-20_14h23.45.214,stim_cola,2022.2.3,60.35089514148003,
,,,,,,,,,,,,,,,,,162.91157320910133,162.91157320910133,,,,,,,
